Data,Nr zamówienia,Kanał,Kategoria,Produkt,Ilość,Cena jedn. (zł),Przychód (zł),Prowizja (zł),Miasto,Status
2026-03-04,ZAM-10664,Allegro,Kuchnia,Młynek do kawy ręczny,2,149.00,298.00,34.27,Kraków,Opłacone
2026-03-04,ZAM-10665,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Warszawa,Opłacone
2026-03-04,ZAM-10666,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Katowice,Opłacone
2026-03-04,ZAM-10667,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Szczecin,Opłacone
2026-03-05,ZAM-10668,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Szczecin,Opłacone
2026-03-05,ZAM-10669,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Katowice,Opłacone
2026-03-05,ZAM-10670,Sklep www,Dom i biuro,Lampka LED na biurko,2,119.00,238.00,4.28,Gdańsk,Opłacone
2026-03-05,ZAM-10671,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Rzeszów,Opłacone
2026-03-05,ZAM-10672,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Warszawa,Opłacone
2026-03-05,ZAM-10673,Sklep www,Elektronika,Ładowarka bezprzewodowa,2,99.00,178.20,3.21,Rzeszów,Opłacone
2026-03-05,ZAM-10674,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Radom,Opłacone
2026-03-05,ZAM-10675,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Katowice,Opłacone
2026-03-05,ZAM-10676,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Warszawa,Opłacone
2026-03-05,ZAM-10677,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Szczecin,Opłacone
2026-03-06,ZAM-10678,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Radom,Opłacone
2026-03-06,ZAM-10679,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Kraków,Opłacone
2026-03-06,ZAM-10680,Allegro,Akcesoria,Portfel skórzany slim,2,129.00,258.00,29.67,Gdańsk,Opłacone
2026-03-06,ZAM-10681,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Gdańsk,Opłacone
2026-03-06,ZAM-10682,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Wrocław,Opłacone
2026-03-06,ZAM-10683,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Białystok,Opłacone
2026-03-06,ZAM-10684,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Łódź,Opłacone
2026-03-06,ZAM-10685,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Wrocław,Opłacone
2026-03-06,ZAM-10686,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Białystok,Opłacone
2026-03-07,ZAM-10687,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Warszawa,Opłacone
2026-03-07,ZAM-10688,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Wrocław,Opłacone
2026-03-07,ZAM-10689,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Kraków,Opłacone
2026-03-07,ZAM-10690,Allegro,Kuchnia,Deska do krojenia dębowa,2,99.00,198.00,22.77,Warszawa,Opłacone
2026-03-07,ZAM-10691,Allegro,Akcesoria,Portfel skórzany slim,3,129.00,387.00,44.51,Białystok,Opłacone
2026-03-07,ZAM-10692,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Kraków,Opłacone
2026-03-07,ZAM-10693,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Szczecin,Opłacone
2026-03-07,ZAM-10694,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Poznań,Opłacone
2026-03-07,ZAM-10695,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Wrocław,Opłacone
2026-03-08,ZAM-10696,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,89.10,10.25,Kraków,Opłacone
2026-03-08,ZAM-10697,Allegro,Akcesoria,Plecak miejski 20L,3,179.00,483.30,55.58,Wrocław,Opłacone
2026-03-08,ZAM-10698,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Białystok,Opłacone
2026-03-08,ZAM-10699,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Radom,Opłacone
2026-03-08,ZAM-10700,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Łódź,Opłacone
2026-03-08,ZAM-10701,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Rzeszów,Opłacone
2026-03-08,ZAM-10702,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,116.10,13.35,Lublin,Opłacone
2026-03-08,ZAM-10703,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Gdańsk,Opłacone
2026-03-08,ZAM-10704,Sklep www,Elektronika,Powerbank 20000mAh,2,139.00,278.00,5.00,Białystok,Opłacone
2026-03-09,ZAM-10705,Sklep www,Dom i biuro,Organizer biurkowy drewniany,2,79.00,158.00,2.84,Kraków,Opłacone
2026-03-09,ZAM-10706,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,80.10,1.44,Poznań,Zwrot
2026-03-09,ZAM-10707,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,80.10,9.21,Gdańsk,Opłacone
2026-03-09,ZAM-10708,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,134.10,2.41,Wrocław,Opłacone
2026-03-09,ZAM-10709,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Białystok,Opłacone
2026-03-10,ZAM-10710,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Warszawa,Opłacone
2026-03-10,ZAM-10711,Allegro,Kuchnia,Młynek do kawy ręczny,3,149.00,447.00,51.41,Wrocław,Opłacone
2026-03-10,ZAM-10712,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Łódź,Opłacone
2026-03-10,ZAM-10713,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Wrocław,Opłacone
2026-03-10,ZAM-10714,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Białystok,Opłacone
2026-03-10,ZAM-10715,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Katowice,Opłacone
2026-03-10,ZAM-10716,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Kraków,Opłacone
2026-03-10,ZAM-10717,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Poznań,Opłacone
2026-03-11,ZAM-10718,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Gdańsk,Opłacone
2026-03-11,ZAM-10719,Sklep www,Elektronika,Słuchawki BT douszne,2,159.00,286.20,5.15,Poznań,Opłacone
2026-03-11,ZAM-10720,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Poznań,Opłacone
2026-03-11,ZAM-10721,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Warszawa,Zwrot
2026-03-11,ZAM-10722,Sklep www,Kuchnia,Młynek do kawy ręczny,2,149.00,298.00,5.36,Łódź,Opłacone
2026-03-11,ZAM-10723,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,3,89.00,267.00,30.71,Warszawa,Opłacone
2026-03-11,ZAM-10724,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Katowice,Opłacone
2026-03-12,ZAM-10725,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Lublin,Opłacone
2026-03-12,ZAM-10726,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,89.10,1.60,Wrocław,Opłacone
2026-03-12,ZAM-10727,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Białystok,Opłacone
2026-03-12,ZAM-10728,Sklep www,Elektronika,Słuchawki BT douszne,3,159.00,477.00,8.59,Poznań,Opłacone
2026-03-12,ZAM-10729,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Białystok,Opłacone
2026-03-12,ZAM-10730,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Warszawa,Opłacone
2026-03-12,ZAM-10731,Allegro,Kuchnia,Młynek do kawy ręczny,2,149.00,298.00,34.27,Wrocław,Opłacone
2026-03-13,ZAM-10732,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,143.10,16.46,Warszawa,Opłacone
2026-03-13,ZAM-10733,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Szczecin,Opłacone
2026-03-13,ZAM-10734,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Szczecin,Opłacone
2026-03-13,ZAM-10735,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Rzeszów,Opłacone
2026-03-13,ZAM-10736,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,143.10,16.46,Poznań,Opłacone
2026-03-13,ZAM-10737,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,134.10,2.41,Warszawa,Opłacone
2026-03-13,ZAM-10738,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Katowice,Opłacone
2026-03-14,ZAM-10739,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,125.10,2.25,Wrocław,Opłacone
2026-03-14,ZAM-10740,Allegro,Akcesoria,Etui na klucze,3,49.00,147.00,16.91,Radom,Opłacone
2026-03-14,ZAM-10741,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Poznań,Opłacone
2026-03-14,ZAM-10742,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Radom,Zwrot
2026-03-14,ZAM-10743,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Wrocław,Opłacone
2026-03-14,ZAM-10744,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Rzeszów,Opłacone
2026-03-14,ZAM-10745,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Rzeszów,Opłacone
2026-03-14,ZAM-10746,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Warszawa,Zwrot
2026-03-15,ZAM-10747,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,80.10,9.21,Lublin,Opłacone
2026-03-15,ZAM-10748,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Lublin,Opłacone
2026-03-15,ZAM-10749,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Wrocław,Opłacone
2026-03-15,ZAM-10750,Allegro,Kuchnia,Deska do krojenia dębowa,2,99.00,198.00,22.77,Rzeszów,Opłacone
2026-03-15,ZAM-10751,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Szczecin,Opłacone
2026-03-15,ZAM-10752,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Lublin,Opłacone
2026-03-15,ZAM-10753,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,62.10,7.14,Kraków,Opłacone
2026-03-15,ZAM-10754,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Poznań,Opłacone
2026-03-15,ZAM-10755,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,134.10,2.41,Katowice,Opłacone
2026-03-15,ZAM-10756,Sklep www,Elektronika,Ładowarka bezprzewodowa,2,99.00,198.00,3.56,Katowice,Opłacone
2026-03-15,ZAM-10757,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Wrocław,Opłacone
2026-03-15,ZAM-10758,Allegro,Dom i biuro,Organizer biurkowy drewniany,3,79.00,237.00,27.26,Katowice,Opłacone
2026-03-15,ZAM-10759,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Kraków,Opłacone
2026-03-16,ZAM-10760,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Łódź,Opłacone
2026-03-16,ZAM-10761,Sklep www,Akcesoria,Portfel skórzany slim,2,129.00,258.00,4.64,Rzeszów,Opłacone
2026-03-16,ZAM-10762,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Wrocław,Opłacone
2026-03-16,ZAM-10763,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Poznań,Opłacone
2026-03-16,ZAM-10764,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Gdańsk,Opłacone
2026-03-16,ZAM-10765,Sklep www,Akcesoria,Plecak miejski 20L,2,179.00,358.00,6.44,Białystok,Zwrot
2026-03-16,ZAM-10766,Allegro,Akcesoria,Etui na klucze,3,49.00,147.00,16.91,Łódź,Opłacone
2026-03-16,ZAM-10767,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Gdańsk,Opłacone
2026-03-16,ZAM-10768,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Gdańsk,Opłacone
2026-03-16,ZAM-10769,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,116.10,13.35,Wrocław,Opłacone
2026-03-17,ZAM-10770,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Rzeszów,Opłacone
2026-03-17,ZAM-10771,Allegro,Kuchnia,Kubek termiczny 450ml,3,69.00,207.00,23.80,Wrocław,Opłacone
2026-03-17,ZAM-10772,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Szczecin,Opłacone
2026-03-17,ZAM-10773,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Poznań,Opłacone
2026-03-17,ZAM-10774,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Warszawa,Opłacone
2026-03-17,ZAM-10775,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Szczecin,Opłacone
2026-03-17,ZAM-10776,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Łódź,Opłacone
2026-03-17,ZAM-10777,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,2,89.00,178.00,20.47,Lublin,Opłacone
2026-03-18,ZAM-10778,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Wrocław,Zwrot
2026-03-18,ZAM-10779,Allegro,Elektronika,Słuchawki BT douszne,2,159.00,286.20,32.91,Białystok,Opłacone
2026-03-18,ZAM-10780,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,143.10,16.46,Łódź,Opłacone
2026-03-18,ZAM-10781,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Gdańsk,Opłacone
2026-03-18,ZAM-10782,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Szczecin,Opłacone
2026-03-18,ZAM-10783,Sklep www,Elektronika,Powerbank 20000mAh,2,139.00,278.00,5.00,Białystok,Opłacone
2026-03-18,ZAM-10784,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Łódź,Opłacone
2026-03-18,ZAM-10785,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Łódź,Opłacone
2026-03-19,ZAM-10786,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Kraków,Opłacone
2026-03-19,ZAM-10787,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,71.10,1.28,Katowice,Opłacone
2026-03-19,ZAM-10788,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Szczecin,Opłacone
2026-03-19,ZAM-10789,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Warszawa,Opłacone
2026-03-19,ZAM-10790,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Katowice,Opłacone
2026-03-19,ZAM-10791,Allegro,Dom i biuro,Lampka LED na biurko,2,119.00,238.00,27.37,Szczecin,Zwrot
2026-03-19,ZAM-10792,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Szczecin,Opłacone
2026-03-19,ZAM-10793,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,80.10,1.44,Katowice,Opłacone
2026-03-20,ZAM-10794,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Katowice,Opłacone
2026-03-20,ZAM-10795,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Gdańsk,Opłacone
2026-03-20,ZAM-10796,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Wrocław,Opłacone
2026-03-20,ZAM-10797,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Radom,Opłacone
2026-03-20,ZAM-10798,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Łódź,Opłacone
2026-03-20,ZAM-10799,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Gdańsk,Opłacone
2026-03-20,ZAM-10800,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Kraków,Opłacone
2026-03-20,ZAM-10801,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Poznań,Opłacone
2026-03-21,ZAM-10802,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Radom,Opłacone
2026-03-21,ZAM-10803,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,62.10,7.14,Rzeszów,Opłacone
2026-03-21,ZAM-10804,Allegro,Elektronika,Powerbank 20000mAh,2,139.00,278.00,31.97,Szczecin,Opłacone
2026-03-21,ZAM-10805,Sklep www,Akcesoria,Portfel skórzany slim,3,129.00,348.30,6.27,Poznań,Opłacone
2026-03-21,ZAM-10806,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Białystok,Opłacone
2026-03-21,ZAM-10807,Sklep www,Elektronika,Powerbank 20000mAh,2,139.00,250.20,4.50,Kraków,Opłacone
2026-03-22,ZAM-10808,Allegro,Kuchnia,Deska do krojenia dębowa,2,99.00,198.00,22.77,Rzeszów,Opłacone
2026-03-22,ZAM-10809,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Szczecin,Opłacone
2026-03-22,ZAM-10810,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Gdańsk,Opłacone
2026-03-22,ZAM-10811,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Szczecin,Opłacone
2026-03-22,ZAM-10812,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Białystok,Opłacone
2026-03-22,ZAM-10813,Sklep www,Dom i biuro,Organizer biurkowy drewniany,2,79.00,158.00,2.84,Warszawa,Opłacone
2026-03-22,ZAM-10814,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Gdańsk,Opłacone
2026-03-23,ZAM-10815,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,116.10,13.35,Poznań,Opłacone
2026-03-23,ZAM-10816,Sklep www,Elektronika,Słuchawki BT douszne,2,159.00,318.00,5.72,Katowice,Opłacone
2026-03-23,ZAM-10817,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Rzeszów,Opłacone
2026-03-23,ZAM-10818,Allegro,Akcesoria,Etui na klucze,2,49.00,98.00,11.27,Wrocław,Opłacone
2026-03-23,ZAM-10819,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,143.10,16.46,Szczecin,Opłacone
2026-03-23,ZAM-10820,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Warszawa,Opłacone
2026-03-24,ZAM-10821,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Kraków,Opłacone
2026-03-24,ZAM-10822,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Radom,Opłacone
2026-03-24,ZAM-10823,Sklep www,Kuchnia,Młynek do kawy ręczny,2,149.00,298.00,5.36,Rzeszów,Opłacone
2026-03-24,ZAM-10824,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Poznań,Opłacone
2026-03-24,ZAM-10825,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Lublin,Opłacone
2026-03-24,ZAM-10826,Sklep www,Elektronika,Ładowarka bezprzewodowa,2,99.00,198.00,3.56,Szczecin,Opłacone
2026-03-24,ZAM-10827,Sklep www,Kuchnia,Kubek termiczny 450ml,2,69.00,138.00,2.48,Rzeszów,Opłacone
2026-03-24,ZAM-10828,Allegro,Akcesoria,Plecak miejski 20L,2,179.00,358.00,41.17,Poznań,Opłacone
2026-03-24,ZAM-10829,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Warszawa,Opłacone
2026-03-25,ZAM-10830,Allegro,Elektronika,Ładowarka bezprzewodowa,2,99.00,198.00,22.77,Szczecin,Opłacone
2026-03-25,ZAM-10831,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Gdańsk,Opłacone
2026-03-25,ZAM-10832,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,89.10,1.60,Gdańsk,Opłacone
2026-03-25,ZAM-10833,Allegro,Akcesoria,Etui na klucze,2,49.00,98.00,11.27,Szczecin,Opłacone
2026-03-25,ZAM-10834,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Gdańsk,Opłacone
2026-03-26,ZAM-10835,Allegro,Dom i biuro,Organizer biurkowy drewniany,3,79.00,237.00,27.26,Łódź,Opłacone
2026-03-26,ZAM-10836,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Białystok,Opłacone
2026-03-26,ZAM-10837,Allegro,Kuchnia,Deska do krojenia dębowa,2,99.00,178.20,20.49,Wrocław,Opłacone
2026-03-26,ZAM-10838,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Wrocław,Opłacone
2026-03-26,ZAM-10839,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Gdańsk,Opłacone
2026-03-26,ZAM-10840,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Kraków,Opłacone
2026-03-26,ZAM-10841,Allegro,Elektronika,Ładowarka bezprzewodowa,2,99.00,198.00,22.77,Poznań,Opłacone
2026-03-27,ZAM-10842,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Wrocław,Opłacone
2026-03-27,ZAM-10843,Sklep www,Kuchnia,Kubek termiczny 450ml,3,69.00,186.30,3.35,Radom,Opłacone
2026-03-27,ZAM-10844,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Wrocław,Opłacone
2026-03-27,ZAM-10845,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Wrocław,Opłacone
2026-03-27,ZAM-10846,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Szczecin,Opłacone
2026-03-27,ZAM-10847,Sklep www,Akcesoria,Plecak miejski 20L,3,179.00,537.00,9.67,Warszawa,Opłacone
2026-03-27,ZAM-10848,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Lublin,Opłacone
2026-03-27,ZAM-10849,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Łódź,Opłacone
2026-03-27,ZAM-10850,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Warszawa,Opłacone
2026-03-28,ZAM-10851,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Wrocław,Opłacone
2026-03-28,ZAM-10852,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,116.10,2.09,Katowice,Opłacone
2026-03-28,ZAM-10853,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Szczecin,Opłacone
2026-03-28,ZAM-10854,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Białystok,Opłacone
2026-03-28,ZAM-10855,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Kraków,Opłacone
2026-03-28,ZAM-10856,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Kraków,Opłacone
2026-03-28,ZAM-10857,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Warszawa,Opłacone
2026-03-28,ZAM-10858,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Rzeszów,Opłacone
2026-03-28,ZAM-10859,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Kraków,Opłacone
2026-03-29,ZAM-10860,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Poznań,Opłacone
2026-03-29,ZAM-10861,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Poznań,Opłacone
2026-03-29,ZAM-10862,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Kraków,Opłacone
2026-03-29,ZAM-10863,Allegro,Elektronika,Ładowarka bezprzewodowa,2,99.00,198.00,22.77,Kraków,Opłacone
2026-03-29,ZAM-10864,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Gdańsk,Opłacone
2026-03-29,ZAM-10865,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Gdańsk,Opłacone
2026-03-29,ZAM-10866,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Warszawa,Opłacone
2026-03-29,ZAM-10867,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Radom,Opłacone
2026-03-29,ZAM-10868,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Wrocław,Opłacone
2026-03-29,ZAM-10869,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Radom,Opłacone
2026-03-29,ZAM-10870,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Rzeszów,Opłacone
2026-03-29,ZAM-10871,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,2,89.00,178.00,3.20,Szczecin,Opłacone
2026-03-29,ZAM-10872,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Białystok,Opłacone
2026-03-30,ZAM-10873,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Warszawa,Opłacone
2026-03-30,ZAM-10874,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Rzeszów,Opłacone
